,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
12721,Munich (1972),1972,Aquatics,Diving,Craig Howard Lincoln,USA,Men,3m springboard men,Bronze,0,0,1
12722,Munich (1972),1972,Aquatics,Diving,Vladimir Vasin,URS,Men,3m springboard men,Gold,1,0,0
12723,Munich (1972),1972,Aquatics,Diving,Giorgio Franco Cagnotto,ITA,Men,3m springboard men,Silver,0,1,0
12724,Munich (1972),1972,Aquatics,Diving,Marina Janicke,GDR,Women,3m springboard women,Bronze,0,0,1
12725,Munich (1972),1972,Aquatics,Diving,Maxine Joyce King,USA,Women,3m springboard women,Gold,1,0,0
12726,Munich (1972),1972,Aquatics,Diving,Ulrika Knape-lindbergh,SWE,Women,3m springboard women,Silver,0,1,0
12727,Munich (1972),1972,Aquatics,Swimming,John Joseph Murphy,USA,Men,100m backstroke men,Bronze,0,0,1
12728,Munich (1972),1972,Aquatics,Swimming,Roland Matthes,GDR,Men,100m backstroke men,Gold,1,0,0
12729,Munich (1972),1972,Aquatics,Swimming,Michael Eugene Stamm,USA,Men,100m backstroke men,Silver,0,1,0
12730,Munich (1972),1972,Aquatics,Swimming,Susanne Jean Atwood,USA,Women,100m backstroke women,Bronze,0,0,1
12731,Munich (1972),1972,Aquatics,Swimming,Melissa Louise Belote,USA,Women,100m backstroke women,Gold,1,0,0
12732,Munich (1972),1972,Aquatics,Swimming,Andrea Gyarmati,HUN,Women,100m backstroke women,Silver,0,1,0
12733,Munich (1972),1972,Aquatics,Swimming,John Frederick Hencken,USA,Men,100m breaststroke men,Bronze,0,0,1
12734,Munich (1972),1972,Aquatics,Swimming,Nobutaka Taguchi,JPN,Men,100m breaststroke men,Gold,1,0,0
12735,Munich (1972),1972,Aquatics,Swimming,Thomas Edwin Bruce,USA,Men,100m breaststroke men,Silver,0,1,0
12736,Munich (1972),1972,Aquatics,Swimming,Beverley Joy Whitfield,AUS,Women,100m breaststroke women,Bronze,0,0,1
12737,Munich (1972),1972,Aquatics,Swimming,Catherine L. Carr,USA,Women,100m breaststroke women,Gold,1,0,0
12738,Munich (1972),1972,Aquatics,Swimming,Galina Prozumenschikova-stepanova,URS,Women,100m breaststroke women,Silver,0,1,0
12739,Munich (1972),1972,Aquatics,Swimming,Jerry Alan Heidenreich,USA,Men,100m butterfly men,Bronze,0,0,1
12740,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,100m butterfly men,Gold,1,0,0
12741,Munich (1972),1972,Aquatics,Swimming,Bruce Richard Robertson,CAN,Men,100m butterfly men,Silver,0,1,0
12742,Munich (1972),1972,Aquatics,Swimming,Andrea Gyarmati,HUN,Women,100m butterfly women,Bronze,0,0,1
12743,Munich (1972),1972,Aquatics,Swimming,Mayumi Aoki,JPN,Women,100m butterfly women,Gold,1,0,0
12744,Munich (1972),1972,Aquatics,Swimming,Roswitha Beier,GDR,Women,100m butterfly women,Silver,0,1,0
12745,Munich (1972),1972,Aquatics,Swimming,Vladimir Bure,URS,Men,100m freestyle men,Bronze,0,0,1
12746,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,100m freestyle men,Gold,1,0,0
12747,Munich (1972),1972,Aquatics,Swimming,Jerry Alan Heidenreich,USA,Men,100m freestyle men,Silver,0,1,0
12748,Munich (1972),1972,Aquatics,Swimming,Shane Gould,AUS,Women,100m freestyle women,Bronze,0,0,1
12749,Munich (1972),1972,Aquatics,Swimming,Alexandra Lynn Neilson,USA,Women,100m freestyle women,Gold,1,0,0
12750,Munich (1972),1972,Aquatics,Swimming,Shirley Farber Babashoff,USA,Women,100m freestyle women,Silver,0,1,0
12751,Munich (1972),1972,Aquatics,Swimming,Douglas Dale Northway,USA,Men,1500m freestyle men,Bronze,0,0,1
12752,Munich (1972),1972,Aquatics,Swimming,Michael Jay Burton,USA,Men,1500m freestyle men,Gold,1,0,0
12753,Munich (1972),1972,Aquatics,Swimming,Graham Claud Windeatt,AUS,Men,1500m freestyle men,Silver,0,1,0
12754,Munich (1972),1972,Aquatics,Swimming,Mitchell Ivey,USA,Men,200m backstroke men,Bronze,0,0,1
12755,Munich (1972),1972,Aquatics,Swimming,Roland Matthes,GDR,Men,200m backstroke men,Gold,1,0,0
12756,Munich (1972),1972,Aquatics,Swimming,Michael Eugene Stamm,USA,Men,200m backstroke men,Silver,0,1,0
12757,Munich (1972),1972,Aquatics,Swimming,Donna Marie Gurr,CAN,Women,200m backstroke women,Bronze,0,0,1
12758,Munich (1972),1972,Aquatics,Swimming,Melissa Louise Belote,USA,Women,200m backstroke women,Gold,1,0,0
12759,Munich (1972),1972,Aquatics,Swimming,Susanne Jean Atwood,USA,Women,200m backstroke women,Silver,0,1,0
12760,Munich (1972),1972,Aquatics,Swimming,Nobutaka Taguchi,JPN,Men,200m breaststroke men,Bronze,0,0,1
12761,Munich (1972),1972,Aquatics,Swimming,John Frederick Hencken,USA,Men,200m breaststroke men,Gold,1,0,0
12762,Munich (1972),1972,Aquatics,Swimming,David Andrew Wilkie,GBR,Men,200m breaststroke men,Silver,0,1,0
12763,Munich (1972),1972,Aquatics,Swimming,Galina Prozumenschikova-stepanova,URS,Women,200m breaststroke women,Bronze,0,0,1
12764,Munich (1972),1972,Aquatics,Swimming,Beverley Joy Whitfield,AUS,Women,200m breaststroke women,Gold,1,0,0
12765,Munich (1972),1972,Aquatics,Swimming,Dana Lee Schoenfield,USA,Women,200m breaststroke women,Silver,0,1,0
12766,Munich (1972),1972,Aquatics,Swimming,Robin James Backhaus,USA,Men,200m butterfly men,Bronze,0,0,1
12767,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,200m butterfly men,Gold,1,0,0
12768,Munich (1972),1972,Aquatics,Swimming,Gary Wayne Hall,USA,Men,200m butterfly men,Silver,0,1,0
12769,Munich (1972),1972,Aquatics,Swimming,Eleanor Suzanne Daniel,USA,Women,200m butterfly women,Bronze,0,0,1
12770,Munich (1972),1972,Aquatics,Swimming,Karen Patricia Moe-thornton,USA,Women,200m butterfly women,Gold,1,0,0
12771,Munich (1972),1972,Aquatics,Swimming,Lynn Ann Colella,USA,Women,200m butterfly women,Silver,0,1,0
12772,Munich (1972),1972,Aquatics,Swimming,Werner Lampe,FRG,Men,200m freestyle men,Bronze,0,0,1
12773,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,200m freestyle men,Gold,1,0,0
12774,Munich (1972),1972,Aquatics,Swimming,Robert Steven Genter,USA,Men,200m freestyle men,Silver,0,1,0
12775,Munich (1972),1972,Aquatics,Swimming,Keena Ruth Rothhammer,USA,Women,200m freestyle women,Bronze,0,0,1
12776,Munich (1972),1972,Aquatics,Swimming,Shane Gould,AUS,Women,200m freestyle women,Gold,1,0,0
12777,Munich (1972),1972,Aquatics,Swimming,Shirley Farber Babashoff,USA,Women,200m freestyle women,Silver,0,1,0
12778,Munich (1972),1972,Aquatics,Swimming,Steven Charles Furniss,USA,Men,200m individual medley men,Bronze,0,0,1
12779,Munich (1972),1972,Aquatics,Swimming,Gunnar Larsson,SWE,Men,200m individual medley men,Gold,1,0,0
12780,Munich (1972),1972,Aquatics,Swimming,Alexander Timothy Mckee,USA,Men,200m individual medley men,Silver,0,1,0
12781,Munich (1972),1972,Aquatics,Swimming,Lynn Marie Vidali,USA,Women,200m individual medley women,Bronze,0,0,1
12782,Munich (1972),1972,Aquatics,Swimming,Shane Gould,AUS,Women,200m individual medley women,Gold,1,0,0
12783,Munich (1972),1972,Aquatics,Swimming,Kornelia Ender,GDR,Women,200m individual medley women,Silver,0,1,0
12784,Munich (1972),1972,Aquatics,Swimming,Thomas Sean Mcbreen,USA,Men,400m freestyle men,Bronze,0,0,1
12785,Munich (1972),1972,Aquatics,Swimming,Bradford Paul Cooper,AUS,Men,400m freestyle men,Gold,1,0,0
12786,Munich (1972),1972,Aquatics,Swimming,Robert Steven Genter,USA,Men,400m freestyle men,Silver,0,1,0
12787,Munich (1972),1972,Aquatics,Swimming,Gudrun Wegner,GDR,Women,400m freestyle women,Bronze,0,0,1
12788,Munich (1972),1972,Aquatics,Swimming,Shane Gould,AUS,Women,400m freestyle women,Gold,1,0,0
12789,Munich (1972),1972,Aquatics,Swimming,Novella Calligaris,ITA,Women,400m freestyle women,Silver,0,1,0
12790,Munich (1972),1972,Aquatics,Swimming,Andras Hargitay,HUN,Men,400m individual medley men,Bronze,0,0,1
12791,Munich (1972),1972,Aquatics,Swimming,Gunnar Larsson,SWE,Men,400m individual medley men,Gold,1,0,0
12792,Munich (1972),1972,Aquatics,Swimming,Alexander Timothy Mckee,USA,Men,400m individual medley men,Silver,0,1,0
12793,Munich (1972),1972,Aquatics,Swimming,Novella Calligaris,ITA,Women,400m individual medley women,Bronze,0,0,1
12794,Munich (1972),1972,Aquatics,Swimming,Gail Neall,AUS,Women,400m individual medley women,Gold,1,0,0
12795,Munich (1972),1972,Aquatics,Swimming,Leslie Cliff,CAN,Women,400m individual medley women,Silver,0,1,0
12796,Munich (1972),1972,Aquatics,Swimming,Peter Bruch,GDR,Men,4x100m freestyle relay men,Bronze,0,0,1
12797,Munich (1972),1972,Aquatics,Swimming,Wilfried Hartung,GDR,Men,4x100m freestyle relay men,Bronze,0,0,1
12798,Munich (1972),1972,Aquatics,Swimming,Roland Matthes,GDR,Men,4x100m freestyle relay men,Bronze,0,0,1
12799,Munich (1972),1972,Aquatics,Swimming,Lutz Unger,GDR,Men,4x100m freestyle relay men,Bronze,0,0,1
12800,Munich (1972),1972,Aquatics,Swimming,David Holmes Edgar,USA,Men,4x100m freestyle relay men,Gold,1,0,0
12801,Munich (1972),1972,Aquatics,Swimming,Jerry Alan Heidenreich,USA,Men,4x100m freestyle relay men,Gold,1,0,0
12802,Munich (1972),1972,Aquatics,Swimming,John Joseph Murphy,USA,Men,4x100m freestyle relay men,Gold,1,0,0
12803,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,4x100m freestyle relay men,Gold,1,0,0
12804,Munich (1972),1972,Aquatics,Swimming,Viktor Aboimov,URS,Men,4x100m freestyle relay men,Silver,0,1,0
12805,Munich (1972),1972,Aquatics,Swimming,Vladimir Bure,URS,Men,4x100m freestyle relay men,Silver,0,1,0
12806,Munich (1972),1972,Aquatics,Swimming,Igor Grivennikov,URS,Men,4x100m freestyle relay men,Silver,0,1,0
12807,Munich (1972),1972,Aquatics,Swimming,Viktor Mazanov,URS,Men,4x100m freestyle relay men,Silver,0,1,0
12808,Munich (1972),1972,Aquatics,Swimming,Gudrun Beckmann,FRG,Women,4x100m freestyle relay women,Bronze,0,0,1
12809,Munich (1972),1972,Aquatics,Swimming,Heidemarie Reineck,FRG,Women,4x100m freestyle relay women,Bronze,0,0,1
12810,Munich (1972),1972,Aquatics,Swimming,Angela Steinbach,FRG,Women,4x100m freestyle relay women,Bronze,0,0,1
12811,Munich (1972),1972,Aquatics,Swimming,Judith (Jutta) Weber,FRG,Women,4x100m freestyle relay women,Bronze,0,0,1
12812,Munich (1972),1972,Aquatics,Swimming,Shirley Farber Babashoff,USA,Women,4x100m freestyle relay women,Gold,1,0,0
12813,Munich (1972),1972,Aquatics,Swimming,Jane Louise Barkman,USA,Women,4x100m freestyle relay women,Gold,1,0,0
12814,Munich (1972),1972,Aquatics,Swimming,Jennifer Jo Kemp,USA,Women,4x100m freestyle relay women,Gold,1,0,0
12815,Munich (1972),1972,Aquatics,Swimming,Alexandra Lynn Neilson,USA,Women,4x100m freestyle relay women,Gold,1,0,0
12816,Munich (1972),1972,Aquatics,Swimming,Andrea Eife,GDR,Women,4x100m freestyle relay women,Silver,0,1,0
12817,Munich (1972),1972,Aquatics,Swimming,Kornelia Ender,GDR,Women,4x100m freestyle relay women,Silver,0,1,0
12818,Munich (1972),1972,Aquatics,Swimming,Elke Sehmisch,GDR,Women,4x100m freestyle relay women,Silver,0,1,0
12819,Munich (1972),1972,Aquatics,Swimming,Gabriele Wetzko,GDR,Women,4x100m freestyle relay women,Silver,0,1,0
12820,Munich (1972),1972,Aquatics,Swimming,Erik Fish,CAN,Men,4x100m medley relay men,Bronze,0,0,1
12821,Munich (1972),1972,Aquatics,Swimming,Robert Kasting,CAN,Men,4x100m medley relay men,Bronze,0,0,1
12822,Munich (1972),1972,Aquatics,Swimming,William Mahony,CAN,Men,4x100m medley relay men,Bronze,0,0,1
12823,Munich (1972),1972,Aquatics,Swimming,Bruce Richard Robertson,CAN,Men,4x100m medley relay men,Bronze,0,0,1
12824,Munich (1972),1972,Aquatics,Swimming,Thomas Edwin Bruce,USA,Men,4x100m medley relay men,Gold,1,0,0
12825,Munich (1972),1972,Aquatics,Swimming,Jerry Alan Heidenreich,USA,Men,4x100m medley relay men,Gold,1,0,0
12826,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,4x100m medley relay men,Gold,1,0,0
12827,Munich (1972),1972,Aquatics,Swimming,Michael Eugene Stamm,USA,Men,4x100m medley relay men,Gold,1,0,0
12828,Munich (1972),1972,Aquatics,Swimming,Hartmut Flöckner,GDR,Men,4x100m medley relay men,Silver,0,1,0
12829,Munich (1972),1972,Aquatics,Swimming,Klaus Katzur,GDR,Men,4x100m medley relay men,Silver,0,1,0
12830,Munich (1972),1972,Aquatics,Swimming,Roland Matthes,GDR,Men,4x100m medley relay men,Silver,0,1,0
12831,Munich (1972),1972,Aquatics,Swimming,Lutz Unger,GDR,Men,4x100m medley relay men,Silver,0,1,0
12832,Munich (1972),1972,Aquatics,Swimming,Gudrun Beckmann,FRG,Women,4x100m medley relay women,Bronze,0,0,1
12833,Munich (1972),1972,Aquatics,Swimming,Verena (Vreni) Eberle,FRG,Women,4x100m medley relay women,Bronze,0,0,1
12834,Munich (1972),1972,Aquatics,Swimming,Silke Pielen,FRG,Women,4x100m medley relay women,Bronze,0,0,1
12835,Munich (1972),1972,Aquatics,Swimming,Heidemarie Reineck,FRG,Women,4x100m medley relay women,Bronze,0,0,1
12836,Munich (1972),1972,Aquatics,Swimming,Melissa Louise Belote,USA,Women,4x100m medley relay women,Gold,1,0,0
12837,Munich (1972),1972,Aquatics,Swimming,Catherine L. Carr,USA,Women,4x100m medley relay women,Gold,1,0,0
12838,Munich (1972),1972,Aquatics,Swimming,Deena Diana Deardruff,USA,Women,4x100m medley relay women,Gold,1,0,0
12839,Munich (1972),1972,Aquatics,Swimming,Alexandra Lynn Neilson,USA,Women,4x100m medley relay women,Gold,1,0,0
12840,Munich (1972),1972,Aquatics,Swimming,Roswitha Beier,GDR,Women,4x100m medley relay women,Silver,0,1,0
12841,Munich (1972),1972,Aquatics,Swimming,Kornelia Ender,GDR,Women,4x100m medley relay women,Silver,0,1,0
12842,Munich (1972),1972,Aquatics,Swimming,Christine Herbst,GDR,Women,4x100m medley relay women,Silver,0,1,0
12843,Munich (1972),1972,Aquatics,Swimming,Renate Vogel,GDR,Women,4x100m medley relay women,Silver,0,1,0
12844,Munich (1972),1972,Aquatics,Swimming,Vladimir Bure,URS,Men,4x200m freestyle relay men,Bronze,0,0,1
12845,Munich (1972),1972,Aquatics,Swimming,Igor Grivennikov,URS,Men,4x200m freestyle relay men,Bronze,0,0,1
12846,Munich (1972),1972,Aquatics,Swimming,Georgi Kulikov,URS,Men,4x200m freestyle relay men,Bronze,0,0,1
12847,Munich (1972),1972,Aquatics,Swimming,Viktor Mazanov,URS,Men,4x200m freestyle relay men,Bronze,0,0,1
12848,Munich (1972),1972,Aquatics,Swimming,Robert Steven Genter,USA,Men,4x200m freestyle relay men,Gold,1,0,0
12849,Munich (1972),1972,Aquatics,Swimming,John Pitann Kinsella,USA,Men,4x200m freestyle relay men,Gold,1,0,0
12850,Munich (1972),1972,Aquatics,Swimming,Mark Spitz,USA,Men,4x200m freestyle relay men,Gold,1,0,0
12851,Munich (1972),1972,Aquatics,Swimming,Frederick Daniel Tyler,USA,Men,4x200m freestyle relay men,Gold,1,0,0
12852,Munich (1972),1972,Aquatics,Swimming,Hans Fassnacht,FRG,Men,4x200m freestyle relay men,Silver,0,1,0
12853,Munich (1972),1972,Aquatics,Swimming,Werner Lampe,FRG,Men,4x200m freestyle relay men,Silver,0,1,0
12854,Munich (1972),1972,Aquatics,Swimming,Klaus Steinbach,FRG,Men,4x200m freestyle relay men,Silver,0,1,0
12855,Munich (1972),1972,Aquatics,Swimming,Hans-Günther Vosseler,FRG,Men,4x200m freestyle relay men,Silver,0,1,0
12856,Munich (1972),1972,Aquatics,Swimming,Novella Calligaris,ITA,Women,800m freestyle women,Bronze,0,0,1
12857,Munich (1972),1972,Aquatics,Swimming,Keena Ruth Rothhammer,USA,Women,800m freestyle women,Gold,1,0,0
12858,Munich (1972),1972,Aquatics,Swimming,Shane Gould,AUS,Women,800m freestyle women,Silver,0,1,0
12859,Munich (1972),1972,Aquatics,Water polo,Peter Gregory Asch,USA,Men,water polo men,Bronze,0,0,1
12860,Munich (1972),1972,Aquatics,Water polo,Steven William Barnett,USA,Men,water polo men,Bronze,0,0,1
12861,Munich (1972),1972,Aquatics,Water polo,Myron Bruce Bradley,USA,Men,water polo men,Bronze,0,0,1
12862,Munich (1972),1972,Aquatics,Water polo,Stanley Clark Cole,USA,Men,water polo men,Bronze,0,0,1
12863,Munich (1972),1972,Aquatics,Water polo,James Michael Ferguson,USA,Men,water polo men,Bronze,0,0,1
12864,Munich (1972),1972,Aquatics,Water polo,Eric Emil Lindroth,USA,Men,water polo men,Bronze,0,0,1
12865,Munich (1972),1972,Aquatics,Water polo,John Michael Parker,USA,Men,water polo men,Bronze,0,0,1
12866,Munich (1972),1972,Aquatics,Water polo,Gary Peter Sheerer,USA,Men,water polo men,Bronze,0,0,1
12867,Munich (1972),1972,Aquatics,Water polo,James Walter Slatton,USA,Men,water polo men,Bronze,0,0,1
12868,Munich (1972),1972,Aquatics,Water polo,Russell Irving Webb,USA,Men,water polo men,Bronze,0,0,1
12869,Munich (1972),1972,Aquatics,Water polo,Charles Barry Weitzenberg,USA,Men,water polo men,Bronze,0,0,1
12870,Munich (1972),1972,Aquatics,Water polo,Anatoli Akimov,URS,Men,water polo men,Gold,1,0,0
12871,Munich (1972),1972,Aquatics,Water polo,Aleksei Barkalov,URS,Men,water polo men,Gold,1,0,0
12872,Munich (1972),1972,Aquatics,Water polo,Aleksandr Dolgushin,URS,Men,water polo men,Gold,1,0,0
12873,Munich (1972),1972,Aquatics,Water polo,Aleksandr Dreval,URS,Men,water polo men,Gold,1,0,0
12874,Munich (1972),1972,Aquatics,Water polo,Vadim Gulyaev,URS,Men,water polo men,Gold,1,0,0
12875,Munich (1972),1972,Aquatics,Water polo,Aleksandr Kabanov,URS,Men,water polo men,Gold,1,0,0
12876,Munich (1972),1972,Aquatics,Water polo,Nikolai Melnikov,URS,Men,water polo men,Gold,1,0,0
12877,Munich (1972),1972,Aquatics,Water polo,Leonid Osipov,URS,Men,water polo men,Gold,1,0,0
12878,Munich (1972),1972,Aquatics,Water polo,Aleksandr Shidlovsky,URS,Men,water polo men,Gold,1,0,0
12879,Munich (1972),1972,Aquatics,Water polo,Vladimir Shmudsky,URS,Men,water polo men,Gold,1,0,0
12880,Munich (1972),1972,Aquatics,Water polo,Viacheslav Sobchenko,URS,Men,water polo men,Gold,1,0,0
12881,Munich (1972),1972,Aquatics,Water polo,Andras Bodnar,HUN,Men,water polo men,Silver,0,1,0
12882,Munich (1972),1972,Aquatics,Water polo,Tibor Cservenyak,HUN,Men,water polo men,Silver,0,1,0
12883,Munich (1972),1972,Aquatics,Water polo,Tamas Farago,HUN,Men,water polo men,Silver,0,1,0
12884,Munich (1972),1972,Aquatics,Water polo,Istvan Görgenyi,HUN,Men,water polo men,Silver,0,1,0
12885,Munich (1972),1972,Aquatics,Water polo,Zoltan Kasas,HUN,Men,water polo men,Silver,0,1,0
12886,Munich (1972),1972,Aquatics,Water polo,Ferenc Konrad,HUN,Men,water polo men,Silver,0,1,0
12887,Munich (1972),1972,Aquatics,Water polo,Istvan Magas,HUN,Men,water polo men,Silver,0,1,0
12888,Munich (1972),1972,Aquatics,Water polo,Endre Molnar,HUN,Men,water polo men,Silver,0,1,0
12889,Munich (1972),1972,Aquatics,Water polo,Denes Pocsik,HUN,Men,water polo men,Silver,0,1,0
12890,Munich (1972),1972,Aquatics,Water polo,Laszlo Sarosi,HUN,Men,water polo men,Silver,0,1,0
12891,Munich (1972),1972,Aquatics,Water polo,Istvan Szivos,HUN,Men,water polo men,Silver,0,1,0
12892,Munich (1972),1972,Archery,Archery,Kyösti Kalevi Laasonen,FIN,Men,individual FITA round men,Bronze,0,0,1
12893,Munich (1972),1972,Archery,Archery,John Chester Williams,USA,Men,individual FITA round men,Gold,1,0,0
12894,Munich (1972),1972,Archery,Archery,Gunnar Jervill,SWE,Men,individual FITA round men,Silver,0,1,0
12895,Munich (1972),1972,Archery,Archery,Emma Gapchenko,URS,Women,individual FITA round women,Bronze,0,0,1
12896,Munich (1972),1972,Archery,Archery,Doreen Viola Hansen Wilber,USA,Women,individual FITA round women,Gold,1,0,0
12897,Munich (1972),1972,Archery,Archery,Irena Szydlowska,POL,Women,individual FITA round women,Silver,0,1,0
12898,Munich (1972),1972,Athletics,Athletics,Miruts Yifter,ETH,Men,10000m men,Bronze,0,0,1
12899,Munich (1972),1972,Athletics,Athletics,Lasse Viren,FIN,Men,10000m men,Gold,1,0,0
12900,Munich (1972),1972,Athletics,Athletics,Emiel Puttemans,BEL,Men,10000m men,Silver,0,1,0
12901,Munich (1972),1972,Athletics,Athletics,Lennox Miller,JAM,Men,100m men,Bronze,0,0,1
12902,Munich (1972),1972,Athletics,Athletics,Valery Borzov,URS,Men,100m men,Gold,1,0,0
12903,Munich (1972),1972,Athletics,Athletics,Robert Taylor,USA,Men,100m men,Silver,0,1,0
12904,Munich (1972),1972,Athletics,Athletics,Silvia Chivas baro,CUB,Women,100m women,Bronze,0,0,1
12905,Munich (1972),1972,Athletics,Athletics,Renate Stecher,GDR,Women,100m women,Gold,1,0,0
12906,Munich (1972),1972,Athletics,Athletics,Raelene Ann Boyle,AUS,Women,100m women,Silver,0,1,0
12907,Munich (1972),1972,Athletics,Athletics,Karin Richert-balzer,GDR,Women,100m hurdles women,Bronze,0,0,1
12908,Munich (1972),1972,Athletics,Athletics,Annelie Ehrhardt,GDR,Women,100m hurdles women,Gold,1,0,0
12909,Munich (1972),1972,Athletics,Athletics,Valeria Bufanu-stefanescu,ROU,Women,100m hurdles women,Silver,0,1,0
12910,Munich (1972),1972,Athletics,Athletics,Thomas Hill,USA,Men,110m hurdles men,Bronze,0,0,1
12911,Munich (1972),1972,Athletics,Athletics,Rodney Jr. Milburn,USA,Men,110m hurdles men,Gold,1,0,0
12912,Munich (1972),1972,Athletics,Athletics,Guy Drut,FRA,Men,110m hurdles men,Silver,0,1,0
12913,Munich (1972),1972,Athletics,Athletics,Rodney Dixon,NZL,Men,1500m men,Bronze,0,0,1
12914,Munich (1972),1972,Athletics,Athletics,Pekka Vasala,FIN,Men,1500m men,Gold,1,0,0
12915,Munich (1972),1972,Athletics,Athletics,Kipchoge Keino,KEN,Men,1500m men,Silver,0,1,0
12916,Munich (1972),1972,Athletics,Athletics,Paola Pigni-cacchi,ITA,Women,1500m women,Bronze,0,0,1
12917,Munich (1972),1972,Athletics,Athletics,Lyudmila Bragina,URS,Women,1500m women,Gold,1,0,0
12918,Munich (1972),1972,Athletics,Athletics,Gunhild Hoffmeister,GDR,Women,1500m women,Silver,0,1,0
12919,Munich (1972),1972,Athletics,Athletics,Pietro Mennea,ITA,Men,200m men,Bronze,0,0,1
12920,Munich (1972),1972,Athletics,Athletics,Valery Borzov,URS,Men,200m men,Gold,1,0,0
12921,Munich (1972),1972,Athletics,Athletics,Lawrence J. Black,USA,Men,200m men,Silver,0,1,0
12922,Munich (1972),1972,Athletics,Athletics,Irena Szewinska,POL,Women,200m women,Bronze,0,0,1
12923,Munich (1972),1972,Athletics,Athletics,Renate Stecher,GDR,Women,200m women,Gold,1,0,0
12924,Munich (1972),1972,Athletics,Athletics,Raelene Ann Boyle,AUS,Women,200m women,Silver,0,1,0
12925,Munich (1972),1972,Athletics,Athletics,Hans Reimann,GDR,Men,20km walk men,Bronze,0,0,1
12926,Munich (1972),1972,Athletics,Athletics,Peter Frenkel,GDR,Men,20km walk men,Gold,1,0,0
12927,Munich (1972),1972,Athletics,Athletics,Vladimir Golubnichy,URS,Men,20km walk men,Silver,0,1,0
12928,Munich (1972),1972,Athletics,Athletics,Tapio Kantanen,FIN,Men,3000m steeplechase men,Bronze,0,0,1
12929,Munich (1972),1972,Athletics,Athletics,Kipchoge Keino,KEN,Men,3000m steeplechase men,Gold,1,0,0
12930,Munich (1972),1972,Athletics,Athletics,Benjamin Wabura Jipcho,KEN,Men,3000m steeplechase men,Silver,0,1,0
12931,Munich (1972),1972,Athletics,Athletics,Julius Sang,KEN,Men,400m men,Bronze,0,0,1
12932,Munich (1972),1972,Athletics,Athletics,Vincent Edward Matthews,USA,Men,400m men,Gold,1,0,0
12933,Munich (1972),1972,Athletics,Athletics,Wayne Curtis Collett,USA,Men,400m men,Silver,0,1,0
